version,scenario_id,run_id,scenario_seed,num_processes,num_resources,total_resources,workload_pattern,distributed,resource_types,process_types,resource_details,preemption_events,checkpoint_recovery_events,distributed_events,allocation_release_events,process_aging_metrics,process_starvation_metrics,scheduling_policy,policy_params,deadlock_detection_method,deadlock_cycle_length,deadlock_resource_types,full_event_log,failure_recovery_outcomes,user_fairness_metrics,group_fairness_metrics,simulation_parameters,meta_coverage_metrics,meta_determinism_hash,meta_config_snapshot,meta_edge_case_summary,avg_allocation,avg_max,avg_need,avg_waiting,max_waiting,min_waiting,event_count,deadlock,deadlock_type,deadlock_processes,deadlock_resources,time_to_deadlock,edge_case,failure_injected,starved_processes,blocked_processes,dynamic_join_leave,failure_type,event_trace_hash,sim_time_ms
1.0.0,b46c96e950c6740e,18,609016806,9,2,6,grouped,1,net|mem,service|batch|batch|interactive|interactive|service|system|service|interactive|system,net:3:2:0|mem:3:1:0,preempt:3:10|preempt:1:23,,message_delay,,0:0|1:0|2:0|3:0|4:0|5:0|6:0|8:0|9:0,0:0|1:0|2:0|3:0|4:0|5:0|6:0|8:0|9:0,round_robin,{'quantum': 5},,0,,"event_id='evt_1' timestamp=1774025693.0079973 type=<EventType.REQUEST: 'REQUEST'> process_id='3' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_2' timestamp=1774025693.008517 type=<EventType.WAIT: 'WAIT'> process_id='3' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_3' timestamp=1774025693.0091531 type=<EventType.DEADLOCK: 'DEADLOCK'> process_id='-' resource_vector=[0, 0] details={'deadlocked': ['3', '5']}|event_id='evt_4' timestamp=1774025693.0095081 type=<EventType.RELEASE: 'RELEASE'> process_id='5' resource_vector=[1, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_5' timestamp=1774025693.0099761 type=<EventType.RELEASE: 'RELEASE'> process_id='3' resource_vector=[0, 1] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_6' timestamp=1774025693.0106175 type=<EventType.REQUEST: 'REQUEST'> process_id='3' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_7' timestamp=1774025693.0116603 type=<EventType.WAIT: 'WAIT'> process_id='3' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_8' timestamp=1774025693.0121577 type=<EventType.REQUEST: 'REQUEST'> process_id='3' resource_vector=[0, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_9' timestamp=1774025693.0134683 type=<EventType.WAIT: 'WAIT'> process_id='3' resource_vector=[0, 1] details={'action': 'deny_request'}|event_id='evt_10' timestamp=1774025693.014084 type=<EventType.REQUEST: 'REQUEST'> process_id='3' resource_vector=[0, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_11' timestamp=1774025693.0152075 type=<EventType.WAIT: 'WAIT'> process_id='3' resource_vector=[0, 1] details={'action': 'deny_request'}|event_id='evt_12' timestamp=1774025693.0166693 type=<EventType.REQUEST: 'REQUEST'> process_id='3' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_13' timestamp=1774025693.0176337 type=<EventType.WAIT: 'WAIT'> process_id='3' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_14' timestamp=1774025693.0188584 type=<EventType.REQUEST: 'REQUEST'> process_id='1' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_15' timestamp=1774025693.019794 type=<EventType.WAIT: 'WAIT'> process_id='1' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_16' timestamp=1774025693.0202456 type=<EventType.REQUEST: 'REQUEST'> process_id='1' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_17' timestamp=1774025693.0212831 type=<EventType.WAIT: 'WAIT'> process_id='1' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_18' timestamp=1774025693.0220468 type=<EventType.REQUEST: 'REQUEST'> process_id='1' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_19' timestamp=1774025693.0230784 type=<EventType.WAIT: 'WAIT'> process_id='1' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_20' timestamp=1774025693.0235689 type=<EventType.REQUEST: 'REQUEST'> process_id='3' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_21' timestamp=1774025693.0246563 type=<EventType.WAIT: 'WAIT'> process_id='3' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_22' timestamp=1774025693.024963 type=<EventType.RELEASE: 'RELEASE'> process_id='3' resource_vector=[1, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_23' timestamp=1774025693.025784 type=<EventType.REQUEST: 'REQUEST'> process_id='4' resource_vector=[1, 2] details={'action': 'submit_request', 'priority': 0}|event_id='evt_24' timestamp=1774025693.0260947 type=<EventType.WAIT: 'WAIT'> process_id='4' resource_vector=[1, 2] details={'action': 'deny_request'}|event_id='evt_25' timestamp=1774025693.0268617 type=<EventType.REQUEST: 'REQUEST'> process_id='3' resource_vector=[1, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_26' timestamp=1774025693.0279226 type=<EventType.WAIT: 'WAIT'> process_id='3' resource_vector=[1, 1] details={'action': 'deny_request'}|event_id='evt_27' timestamp=1774025693.0284817 type=<EventType.REQUEST: 'REQUEST'> process_id='0' resource_vector=[0, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_28' timestamp=1774025693.0295718 type=<EventType.WAIT: 'WAIT'> process_id='0' resource_vector=[0, 1] details={'action': 'deny_request'}|event_id='evt_29' timestamp=1774025693.030042 type=<EventType.REQUEST: 'REQUEST'> process_id='2' resource_vector=[1, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_30' timestamp=1774025693.0310907 type=<EventType.WAIT: 'WAIT'> process_id='2' resource_vector=[1, 0] details={'action': 'deny_request'}|event_id='evt_31' timestamp=1774025693.0321445 type=<EventType.REQUEST: 'REQUEST'> process_id='9' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_32' timestamp=1774025693.0331526 type=<EventType.WAIT: 'WAIT'> process_id='9' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_33' timestamp=1774025693.0336876 type=<EventType.REQUEST: 'REQUEST'> process_id='6' resource_vector=[2, 2] details={'action': 'submit_request', 'priority': 0}|event_id='evt_34' timestamp=1774025693.033929 type=<EventType.WAIT: 'WAIT'> process_id='6' resource_vector=[2, 2] details={'action': 'deny_request'}|event_id='evt_35' timestamp=1774025693.0351183 type=<EventType.REQUEST: 'REQUEST'> process_id='9' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_36' timestamp=1774025693.036153 type=<EventType.WAIT: 'WAIT'> process_id='9' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_37' timestamp=1774025693.0367477 type=<EventType.REQUEST: 'REQUEST'> process_id='1' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_38' timestamp=1774025693.0382082 type=<EventType.WAIT: 'WAIT'> process_id='1' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_39' timestamp=1774025693.039323 type=<EventType.REQUEST: 'REQUEST'> process_id='1' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_40' timestamp=1774025693.040525 type=<EventType.WAIT: 'WAIT'> process_id='1' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_41' timestamp=1774025693.041037 type=<EventType.REQUEST: 'REQUEST'> process_id='1' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_42' timestamp=1774025693.0422115 type=<EventType.WAIT: 'WAIT'> process_id='1' resource_vector=[0, 0] details={'action': 'deny_request'}|event_id='evt_43' timestamp=1774025693.0426369 type=<EventType.RELEASE: 'RELEASE'> process_id='1' resource_vector=[0, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 0}|event_id='evt_44' timestamp=1774025693.0430999 type=<EventType.REQUEST: 'REQUEST'> process_id='4' resource_vector=[2, 2] details={'action': 'submit_request', 'priority': 0}|event_id='evt_45' timestamp=1774025693.043399 type=<EventType.WAIT: 'WAIT'> process_id='4' resource_vector=[2, 2] details={'action': 'deny_request'}|event_id='evt_46' timestamp=1774025693.0460525 type=<EventType.REQUEST: 'REQUEST'> process_id='6' resource_vector=[1, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_47' timestamp=1774025693.047254 type=<EventType.WAIT: 'WAIT'> process_id='6' resource_vector=[1, 0] details={'action': 'deny_request'}",,user0:0.92|user1:0.84|user2:0.97|user3:0.95|user4:0.79|user5:0.79|user6:0.96|user7:0.75|user8:0.80,group0:0.72|group1:0.85|group2:0.80,"{""run_id"":18,""scenario_seed"":609016806,""num_processes"":9,""num_resources"":2,""total_resources"":[3,3],""workload_pattern"":""grouped"",""distributed"":true,""resource_types"":[""net"",""mem""],""process_types"":[""service"",""batch"",""batch"",""interactive"",""interactive"",""service"",""system"",""service"",""interactive"",""system""],""scheduling_policy"":""round_robin"",""policy_params"":""{'quantum': 5}"",""deadlock_detection_method"":"""",""edge_case"":""process_failure|starvation|process_leave|message_loss_or_partition"",""failure_injected"":true,""dynamic_join_leave"":true,""failure_type"":""process_failure|starvation|process_leave|message_loss_or_partition""}",resource_leak:0|process_failure:1|starvation:1|process_leave:1|process_join:0|message_loss_or_partition:1|resource_exhaustion:0|all_blocked:0|cyclic_wait:0|resource_hog:0|priority_inversion:0|aging_overflow:0|deadlock_escalation:0,8a1c7596f77b08e8,"{""run_id"":18,""scenario_seed"":609016806,""workload_pattern"":""grouped"",""distributed"":true,""resource_types"":[""net"",""mem""],""process_types"":[""service"",""batch"",""batch"",""interactive"",""interactive"",""service"",""system"",""service"",""interactive"",""system""],""scheduling_policy"":""round_robin"",""policy_params"":{""quantum"":5},""deadlock_detection_method"":"""",""edge_case"":""process_failure|starvation|process_leave|message_loss_or_partition"",""failure_injected"":true,""dynamic_join_leave"":true,""failure_type"":""process_failure|starvation|process_leave|message_loss_or_partition""}","process_failure, starvation, process_leave, message_loss_or_partition",0.5555555555555556,3.888888888888889,2.2222222222222223,0.0,0.0,0.0,29,0,,,,29,process_failure|starvation|process_leave|message_loss_or_partition,1,,,1,process_failure|starvation|process_leave|message_loss_or_partition,1ea885850dff7514,39
1.0.0,cecc3b21a0a980f6,7,2689828326,12,3,14,grouped,0,net|disk|gpu,batch|system|interactive|service|system|service|user|interactive|service|user|batch|system,net:5:6:0|disk:5:4:0|gpu:4:2:0,preempt:4:3|preempt:5:10,checkpoint:16|checkpoint:20,,,0:0|1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0,0:0|1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0,round_robin,{'quantum': 5},matrix,1,disk|gpu,"event_id='evt_1' timestamp=1774025635.816442 type=<EventType.REQUEST: 'REQUEST'> process_id='4' resource_vector=[0, 0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_2' timestamp=1774025635.8171425 type=<EventType.WAIT: 'WAIT'> process_id='4' resource_vector=[0, 0, 0] details={'action': 'deny_request'}|event_id='evt_3' timestamp=1774025635.8173785 type=<EventType.DEADLOCK: 'DEADLOCK'> process_id='-' resource_vector=[0, 0, 0] details={'deadlocked': ['3', '5', '7', '8', '10', '11']}|event_id='evt_4' timestamp=1774025635.8175726 type=<EventType.RELEASE: 'RELEASE'> process_id='10' resource_vector=[0, 1, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_5' timestamp=1774025635.817997 type=<EventType.RELEASE: 'RELEASE'> process_id='7' resource_vector=[0, 1, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_6' timestamp=1774025635.818443 type=<EventType.RELEASE: 'RELEASE'> process_id='7' resource_vector=[0, 1, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_7' timestamp=1774025635.818998 type=<EventType.RELEASE: 'RELEASE'> process_id='11' resource_vector=[1, 0, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_8' timestamp=1774025635.820086 type=<EventType.RELEASE: 'RELEASE'> process_id='11' resource_vector=[1, 0, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_9' timestamp=1774025635.8216739 type=<EventType.RELEASE: 'RELEASE'> process_id='5' resource_vector=[1, 0, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_10' timestamp=1774025635.8246813 type=<EventType.RELEASE: 'RELEASE'> process_id='5' resource_vector=[1, 0, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_11' timestamp=1774025635.8303766 type=<EventType.RELEASE: 'RELEASE'> process_id='5' resource_vector=[0, 0, 1] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_12' timestamp=1774025635.8304892 type=<EventType.RELEASE: 'RELEASE'> process_id='5' resource_vector=[0, 0, 0] details={'action': 'recovery_terminate', 'cost_based': True, 'iterative': True, 'escalated': True, 'preemptions': 3}|event_id='evt_13' timestamp=1774025635.8415937 type=<EventType.RELEASE: 'RELEASE'> process_id='3' resource_vector=[1, 0, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_14' timestamp=1774025635.8642833 type=<EventType.RELEASE: 'RELEASE'> process_id='3' resource_vector=[1, 0, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_15' timestamp=1774025635.86529 type=<EventType.REQUEST: 'REQUEST'> process_id='9' resource_vector=[4, 1, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_16' timestamp=1774025636.0608573 type=<EventType.WAIT: 'WAIT'> process_id='9' resource_vector=[4, 1, 0] details={'action': 'deny_request'}|event_id='evt_17' timestamp=1774025636.061982 type=<EventType.DEADLOCK: 'DEADLOCK'> process_id='-' resource_vector=[0, 0, 0] details={'deadlocked': ['3']}|event_id='evt_18' timestamp=1774025636.1054294 type=<EventType.RELEASE: 'RELEASE'> process_id='3' resource_vector=[0, 1, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_19' timestamp=1774025636.2061038 type=<EventType.RELEASE: 'RELEASE'> process_id='3' resource_vector=[0, 0, 1] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_20' timestamp=1774025636.209259 type=<EventType.REQUEST: 'REQUEST'> process_id='4' resource_vector=[1, 2, 2] details={'action': 'submit_request', 'priority': 0}|event_id='evt_21' timestamp=1774025637.1870077 type=<EventType.WAIT: 'WAIT'> process_id='4' resource_vector=[1, 2, 2] details={'action': 'deny_request'}|event_id='evt_22' timestamp=1774025637.1875415 type=<EventType.RELEASE: 'RELEASE'> process_id='4' resource_vector=[0, 0, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 0}|event_id='evt_23' timestamp=1774025637.1891158 type=<EventType.REQUEST: 'REQUEST'> process_id='2' resource_vector=[0, 0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_24' timestamp=1774025638.120422 type=<EventType.WAIT: 'WAIT'> process_id='2' resource_vector=[0, 0, 0] details={'action': 'deny_request'}|event_id='evt_25' timestamp=1774025638.1219065 type=<EventType.REQUEST: 'REQUEST'> process_id='0' resource_vector=[2, 2, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_26' timestamp=1774025639.0766673 type=<EventType.WAIT: 'WAIT'> process_id='0' resource_vector=[2, 2, 1] details={'action': 'deny_request'}|event_id='evt_27' timestamp=1774025639.079044 type=<EventType.REQUEST: 'REQUEST'> process_id='9' resource_vector=[2, 0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_28' timestamp=1774025640.0085812 type=<EventType.WAIT: 'WAIT'> process_id='9' resource_vector=[2, 0, 0] details={'action': 'deny_request'}|event_id='evt_29' timestamp=1774025640.0125558 type=<EventType.REQUEST: 'REQUEST'> process_id='2' resource_vector=[0, 1, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_30' timestamp=1774025640.9352577 type=<EventType.WAIT: 'WAIT'> process_id='2' resource_vector=[0, 1, 0] details={'action': 'deny_request'}|event_id='evt_31' timestamp=1774025640.9370072 type=<EventType.REQUEST: 'REQUEST'> process_id='9' resource_vector=[4, 0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_32' timestamp=1774025641.867104 type=<EventType.WAIT: 'WAIT'> process_id='9' resource_vector=[4, 0, 0] details={'action': 'deny_request'}|event_id='evt_33' timestamp=1774025641.8688495 type=<EventType.REQUEST: 'REQUEST'> process_id='8' resource_vector=[3, 0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_34' timestamp=1774025642.700281 type=<EventType.WAIT: 'WAIT'> process_id='8' resource_vector=[3, 0, 0] details={'action': 'deny_request'}|event_id='evt_35' timestamp=1774025642.7019207 type=<EventType.REQUEST: 'REQUEST'> process_id='0' resource_vector=[2, 3, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_36' timestamp=1774025643.6092846 type=<EventType.WAIT: 'WAIT'> process_id='0' resource_vector=[2, 3, 0] details={'action': 'deny_request'}|event_id='evt_37' timestamp=1774025643.7951732 type=<EventType.REQUEST: 'REQUEST'> process_id='0' resource_vector=[2, 0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_38' timestamp=1774025645.884575 type=<EventType.WAIT: 'WAIT'> process_id='0' resource_vector=[2, 0, 0] details={'action': 'deny_request'}|event_id='evt_39' timestamp=1774025645.8865464 type=<EventType.REQUEST: 'REQUEST'> process_id='8' resource_vector=[3, 0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_40' timestamp=1774025647.717668 type=<EventType.WAIT: 'WAIT'> process_id='8' resource_vector=[3, 0, 0] details={'action': 'deny_request'}|event_id='evt_41' timestamp=1774025647.71883 type=<EventType.REQUEST: 'REQUEST'> process_id='2' resource_vector=[1, 0, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_42' timestamp=1774025649.6966586 type=<EventType.WAIT: 'WAIT'> process_id='2' resource_vector=[1, 0, 1] details={'action': 'deny_request'}",checkpoint:checkpoint:16|checkpoint:checkpoint:20,user0:0.83|user1:0.96|user2:0.99|user3:0.81|user4:0.88|user5:0.86|user6:0.78|user7:0.78|user8:0.79|user9:0.73|user10:0.89|user11:0.84,group0:0.75|group1:0.92|group2:0.95|group3:0.98,"{""run_id"":7,""scenario_seed"":2689828326,""num_processes"":12,""num_resources"":3,""total_resources"":[5,5,4],""workload_pattern"":""grouped"",""distributed"":false,""resource_types"":[""net"",""disk"",""gpu""],""process_types"":[""batch"",""system"",""interactive"",""service"",""system"",""service"",""user"",""interactive"",""service"",""user"",""batch"",""system""],""scheduling_policy"":""round_robin"",""policy_params"":""{'quantum': 5}"",""deadlock_detection_method"":""matrix"",""edge_case"":"""",""failure_injected"":false,""dynamic_join_leave"":false,""failure_type"":""""}",resource_leak:0|process_failure:0|starvation:0|process_leave:0|process_join:0|message_loss_or_partition:0|resource_exhaustion:0|all_blocked:0|cyclic_wait:0|resource_hog:0|priority_inversion:0|aging_overflow:0|deadlock_escalation:0,9a7a439c1cc0d57a,"{""run_id"":7,""scenario_seed"":2689828326,""workload_pattern"":""grouped"",""distributed"":false,""resource_types"":[""net"",""disk"",""gpu""],""process_types"":[""batch"",""system"",""interactive"",""service"",""system"",""service"",""user"",""interactive"",""service"",""user"",""batch"",""system""],""scheduling_policy"":""round_robin"",""policy_params"":{""quantum"":5},""deadlock_detection_method"":""matrix"",""edge_case"":"""",""failure_injected"":false,""dynamic_join_leave"":false,""failure_type"":""""}",none,0.25,8.833333333333334,4.833333333333333,0.0,0.0,0.0,23,1,matrix,3,"1,2",0,,0,,,0,,a193cfec93ac0c08,14276
1.0.0,540fc4ab41026c8d,0,4055832188,12,2,8,adversarial,1,io|custom,user|batch|interactive|batch|interactive|system|system|system|system|interactive|batch|user,io:3:2:0|custom:5:1:0,,,inter_node_deadlock,,0:0|1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0,0:0|1:0|2:0|3:0|4:0|5:0|6:0|7:0|8:0|9:0|10:0|11:0,round_robin,{'quantum': 5},,0,,"event_id='evt_1' timestamp=1774025631.8284466 type=<EventType.REQUEST: 'REQUEST'> process_id='2' resource_vector=[1, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_2' timestamp=1774025631.8289285 type=<EventType.WAIT: 'WAIT'> process_id='2' resource_vector=[1, 0] details={'action': 'deny_request'}|event_id='evt_3' timestamp=1774025631.8298862 type=<EventType.DEADLOCK: 'DEADLOCK'> process_id='-' resource_vector=[0, 0] details={'deadlocked': ['0', '1', '4', '5', '6', '7', '8']}|event_id='evt_4' timestamp=1774025631.8304179 type=<EventType.RELEASE: 'RELEASE'> process_id='0' resource_vector=[1, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_5' timestamp=1774025631.8320456 type=<EventType.RELEASE: 'RELEASE'> process_id='1' resource_vector=[0, 1] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_6' timestamp=1774025631.833247 type=<EventType.RELEASE: 'RELEASE'> process_id='4' resource_vector=[0, 1] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_7' timestamp=1774025631.8349543 type=<EventType.RELEASE: 'RELEASE'> process_id='6' resource_vector=[1, 0] details={'action': 'partial_preempt', 'min_release': 1, 'max_release': None, 'resource_types': None, 'total_released': 1}|event_id='evt_8' timestamp=1774025631.8357167 type=<EventType.REQUEST: 'REQUEST'> process_id='2' resource_vector=[1, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_9' timestamp=1774025631.8391068 type=<EventType.WAIT: 'WAIT'> process_id='2' resource_vector=[1, 1] details={'action': 'deny_request'}|event_id='evt_10' timestamp=1774025631.8400035 type=<EventType.REQUEST: 'REQUEST'> process_id='8' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_11' timestamp=1774025631.8433988 type=<EventType.GRANT: 'GRANT'> process_id='8' resource_vector=[0, 0] details={'action': 'grant_request'}|event_id='evt_12' timestamp=1774025631.847441 type=<EventType.REQUEST: 'REQUEST'> process_id='9' resource_vector=[2, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_13' timestamp=1774025631.8534172 type=<EventType.WAIT: 'WAIT'> process_id='9' resource_vector=[2, 1] details={'action': 'deny_request'}|event_id='evt_14' timestamp=1774025631.8541594 type=<EventType.REQUEST: 'REQUEST'> process_id='8' resource_vector=[0, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_15' timestamp=1774025631.8599894 type=<EventType.GRANT: 'GRANT'> process_id='8' resource_vector=[0, 1] details={'action': 'grant_request'}|event_id='evt_16' timestamp=1774025631.8621233 type=<EventType.REQUEST: 'REQUEST'> process_id='7' resource_vector=[1, 1] details={'action': 'submit_request', 'priority': 0}|event_id='evt_17' timestamp=1774025631.8746235 type=<EventType.WAIT: 'WAIT'> process_id='7' resource_vector=[1, 1] details={'action': 'deny_request'}|event_id='evt_18' timestamp=1774025631.8766377 type=<EventType.REQUEST: 'REQUEST'> process_id='9' resource_vector=[1, 4] details={'action': 'submit_request', 'priority': 0}|event_id='evt_19' timestamp=1774025631.877438 type=<EventType.WAIT: 'WAIT'> process_id='9' resource_vector=[1, 4] details={'action': 'deny_request'}|event_id='evt_20' timestamp=1774025631.8791542 type=<EventType.REQUEST: 'REQUEST'> process_id='3' resource_vector=[1, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_21' timestamp=1774025631.8900428 type=<EventType.WAIT: 'WAIT'> process_id='3' resource_vector=[1, 0] details={'action': 'deny_request'}|event_id='evt_22' timestamp=1774025631.8910248 type=<EventType.REQUEST: 'REQUEST'> process_id='11' resource_vector=[0, 0] details={'action': 'submit_request', 'priority': 0}|event_id='evt_23' timestamp=1774025631.9015517 type=<EventType.GRANT: 'GRANT'> process_id='11' resource_vector=[0, 0] details={'action': 'grant_request'}",,user0:0.97|user1:0.94|user2:0.84|user3:0.95|user4:0.78|user5:0.74|user6:0.71|user7:0.91|user8:0.82|user9:0.80|user10:0.82|user11:0.86,group0:0.76|group1:0.95|group2:0.91|group3:0.73,"{""run_id"":0,""scenario_seed"":4055832188,""num_processes"":12,""num_resources"":2,""total_resources"":[3,5],""workload_pattern"":""adversarial"",""distributed"":true,""resource_types"":[""io"",""custom""],""process_types"":[""user"",""batch"",""interactive"",""batch"",""interactive"",""system"",""system"",""system"",""system"",""interactive"",""batch"",""user""],""scheduling_policy"":""round_robin"",""policy_params"":""{'quantum': 5}"",""deadlock_detection_method"":"""",""edge_case"":"""",""failure_injected"":false,""dynamic_join_leave"":false,""failure_type"":""""}",resource_leak:0|process_failure:0|starvation:0|process_leave:0|process_join:0|message_loss_or_partition:0|resource_exhaustion:0|all_blocked:0|cyclic_wait:0|resource_hog:0|priority_inversion:0|aging_overflow:0|deadlock_escalation:0,c66e32d2b962cda7,"{""run_id"":0,""scenario_seed"":4055832188,""workload_pattern"":""adversarial"",""distributed"":true,""resource_types"":[""io"",""custom""],""process_types"":[""user"",""batch"",""interactive"",""batch"",""interactive"",""system"",""system"",""system"",""system"",""interactive"",""batch"",""user""],""scheduling_policy"":"""",""policy_params"":{},""deadlock_detection_method"":"""",""edge_case"":"""",""failure_injected"":false,""dynamic_join_leave"":false,""failure_type"":""""}",none,0.4166666666666667,4.583333333333333,2.9166666666666665,0.0,0.0,0.0,12,0,,,,12,,0,,,0,,b8d15b4999262db3,76
